day,session,temperature,weather,treatment,identity,sex,cycle,territory,agonistic,recipient
7,1,19,rainy,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,1,19,rainy,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,1,19,rainy,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,2a,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,1b,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,2c,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,4e,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,4e,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,4e,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,4e,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,4d,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,4d,NA,NA
7,1,19,rainy,nest_b,Einband,male,breeding,4d,NA,NA
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,1a,1b,Einband
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,2a,1b,Gelbbauch
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,3a,2d,Einband
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,3a,NA,NA
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,3a,NA,NA
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,5c,NA,NA
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,5d,NA,NA
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,5d,NA,NA
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,5e,NA,NA
7,2,23,sunny,nest_b,Captain_Hook,male,breeding,1e,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,2a,3a,Captain_Hook
7,2,23,sunny,nest_b,Scruffy,female,breeding,2a,3a,Captain_Hook
7,2,23,sunny,nest_b,Scruffy,female,breeding,2a,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,2b,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,2b,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,2b,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,3c,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,4c,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,5c,NA,NA
7,2,23,sunny,nest_b,Scruffy,female,breeding,3d,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,3a,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,4a,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,2b,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,4b,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,4b,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,4b,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,4b,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,4b,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,3c,NA,NA
7,2,23,sunny,nest_b,Droopy,female,breeding,5d,NA,NA
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1b,1d,Einband
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1b,1d,Einband
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,2c,1d,Einband
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1d,1d,Einband
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1d,2d,Einband
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,2,23,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
7,2,23,sunny,nest_b,Einband,male,breeding,2a,2a,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,1b,2a,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,3c,3a,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,4c,2b,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,5c,3c,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,5d,4d,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,5d,1e,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,1e,5e,Captain_Hook
7,2,23,sunny,nest_b,Einband,male,breeding,3e,NA,NA
7,2,23,sunny,nest_b,Einband,male,breeding,5e,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,3b,NA,NA
8,1,27,sunny,nest_b,Captain_Hook,male,breeding,3b,NA,NA
8,1,27,sunny,nest_b,Scruffy,female,breeding,2a,2a,Droopy
8,1,27,sunny,nest_b,Scruffy,female,breeding,2a,2a,Droopy
8,1,27,sunny,nest_b,Scruffy,female,breeding,2b,2b,Droopy
8,1,27,sunny,nest_b,Scruffy,female,breeding,2b,NA,NA
8,1,27,sunny,nest_b,Scruffy,female,breeding,2b,NA,NA
8,1,27,sunny,nest_b,Scruffy,female,breeding,2c,NA,NA
8,1,27,sunny,nest_b,Scruffy,female,breeding,2c,NA,NA
8,1,27,sunny,nest_b,Scruffy,female,breeding,3a,3a,Droopy
8,1,27,sunny,nest_b,Scruffy,female,breeding,4a,3a,Droopy
8,1,27,sunny,nest_b,Scruffy,female,breeding,4c,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,3a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,4a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,4a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,4a,NA,NA
8,1,27,sunny,nest_b,Droopy,female,breeding,4b,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1b,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
8,1,27,sunny,nest_b,Gelbbauch,female,breeding,1d,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,1,27,sunny,nest_b,Einband,male,breeding,2a,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,3a,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,1b,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,3d,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,5d,NA,NA
8,2,26,sunny,nest_b,Captain_Hook,male,breeding,1e,NA,NA
8,2,26,sunny,nest_b,Scruffy,female,breeding,1b,2a,Droopy
8,2,26,sunny,nest_b,Scruffy,female,breeding,1b,2a,Droopy
8,2,26,sunny,nest_b,Scruffy,female,breeding,1b,2a,Droopy
8,2,26,sunny,nest_b,Scruffy,female,breeding,2b,NA,NA
8,2,26,sunny,nest_b,Scruffy,female,breeding,3c,NA,NA
8,2,26,sunny,nest_b,Scruffy,female,breeding,4d,NA,NA
8,2,26,sunny,nest_b,Scruffy,female,breeding,4d,NA,NA
8,2,26,sunny,nest_b,Scruffy,female,breeding,4d,NA,NA
8,2,26,sunny,nest_b,Scruffy,female,breeding,4d,NA,NA
8,2,26,sunny,nest_b,Scruffy,female,breeding,4d,NA,NA
8,2,26,sunny,nest_b,Droopy,female,breeding,2a,1b,Einband
8,2,26,sunny,nest_b,Droopy,female,breeding,3a,1b,Einband
8,2,26,sunny,nest_b,Droopy,female,breeding,2b,2b,Einband
8,2,26,sunny,nest_b,Droopy,female,breeding,2b,1c,Einband
8,2,26,sunny,nest_b,Droopy,female,breeding,2b,NA,NA
8,2,26,sunny,nest_b,Droopy,female,breeding,3b,NA,NA
8,2,26,sunny,nest_b,Droopy,female,breeding,4b,NA,NA
8,2,26,sunny,nest_b,Droopy,female,breeding,5b,NA,NA
8,2,26,sunny,nest_b,Droopy,female,breeding,1d,NA,NA
8,2,26,sunny,nest_b,Droopy,female,breeding,1d,NA,NA
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1d,2a,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1d,1c,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1d,1d,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1d,1d,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1d,1d,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1d,1d,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1b,1d,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1b,1d,Captain_Hook
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1b,1e,Captain_Hook
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,1b,1e,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,NA,5e,Einband
8,2,26,sunny,nest_b,Gelbbauch,female,breeding,NA,5e,Captain_Hook
8,2,26,sunny,nest_b,Einband,male,breeding,2a,3a,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,1b,2b,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,1b,3b,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,4c,4b,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,2d,1c,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,3d,4c,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,4d,4c,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,5d,5c,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,1e,5c,Gelbbauch
8,2,26,sunny,nest_b,Einband,male,breeding,5e,5d,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,NA,5d,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,NA,5d,Droopy
8,2,26,sunny,nest_b,Einband,male,breeding,NA,5e,Droopy
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,3a,Scruffy
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,2a,2a,Gelbbauch
9,1,30,sunny,lamp,Scruffy,female,breeding,2a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,2a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,2a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,2a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,3a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,3a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,3a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,4a,NA,NA
9,1,30,sunny,lamp,Scruffy,female,breeding,4b,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,1a,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,1a,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,1a,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,2a,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,2a,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,4b,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,4b,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,4b,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,4b,NA,NA
9,1,30,sunny,lamp,Droopy,female,breeding,4b,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,1,30,sunny,lamp,Einband,male,breeding,2a,2a,Gelbbauch
9,1,30,sunny,lamp,Einband,male,breeding,2a,3a,Gelbbauch
9,1,30,sunny,lamp,Einband,male,breeding,2a,3a,Gelbbauch
9,1,30,sunny,lamp,Einband,male,breeding,2a,3a,Droopy
9,1,30,sunny,lamp,Einband,male,breeding,2a,4a,Droopy
9,1,30,sunny,lamp,Einband,male,breeding,2a,4b,Gelbbauch
9,1,30,sunny,lamp,Einband,male,breeding,4b,4b,Gelbbauch
9,1,30,sunny,lamp,Einband,male,breeding,4b,4b,Gelbbauch
9,1,30,sunny,lamp,Einband,male,breeding,4b,NA,NA
9,1,30,sunny,lamp,Einband,male,breeding,5e,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
9,2,,sunny,lamp,Scruffy,female,breeding,2a,2a,Gelbbauch
9,2,,sunny,lamp,Scruffy,female,breeding,2a,2a,Gelbbauch
9,2,,sunny,lamp,Scruffy,female,breeding,2a,2a,Droopy
9,2,,sunny,lamp,Scruffy,female,breeding,2a,2a,Droopy
9,2,,sunny,lamp,Scruffy,female,breeding,2a,5d,Gelbbauch
9,2,,sunny,lamp,Scruffy,female,breeding,2a,NA,NA
9,2,,sunny,lamp,Scruffy,female,breeding,3a,NA,NA
9,2,,sunny,lamp,Scruffy,female,breeding,2b,NA,NA
9,2,,sunny,lamp,Scruffy,female,breeding,3d,NA,NA
9,2,,sunny,lamp,Scruffy,female,breeding,4c,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,1b,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,1b,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,1b,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,1b,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,1b,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,1b,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,1b,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,2a,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,2a,NA,NA
9,2,,sunny,lamp,Droopy,female,breeding,3c,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,2a,2a,Droopy
9,2,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,3d,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,3e,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,3e,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,4c,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,4d,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,4d,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,4e,NA,NA
9,2,,sunny,lamp,Gelbbauch,female,breeding,5e,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
9,2,,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,1,,sunny,lamp,Scruffy,female,breeding,2a,2a,Gelbbauch
10,1,,sunny,lamp,Scruffy,female,breeding,2a,2a,Gelbbauch
10,1,,sunny,lamp,Scruffy,female,breeding,2a,2a,Gelbbauch
10,1,,sunny,lamp,Scruffy,female,breeding,2a,2a,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,2a,2a,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,2b,2a,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,2b,2a,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,3a,2b,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,3a,3b,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,3b,3b,Gelbbauch
10,1,,sunny,lamp,Scruffy,female,breeding,NA,3b,Gelbbauch
10,1,,sunny,lamp,Scruffy,female,breeding,NA,3a,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,NA,3a,Droopy
10,1,,sunny,lamp,Scruffy,female,breeding,NA,2a,Droopy
10,1,,sunny,lamp,Droopy,female,breeding,2a,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,2a,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,2b,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,2b,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,2b,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,2b,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,2b,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,2b,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,3a,NA,NA
10,1,,sunny,lamp,Droopy,female,breeding,3a,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,1,,sunny,lamp,Gelbbauch,female,breeding,2c,3e,Einband
10,1,,sunny,lamp,Gelbbauch,female,breeding,5e,4d,Einband
10,1,,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,1,,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,1,,sunny,lamp,Einband,male,breeding,2a,3b,Gelbbauch
10,1,,sunny,lamp,Einband,male,breeding,2a,4b,Gelbbauch
10,1,,sunny,lamp,Einband,male,breeding,3c,4d,Gelbbauch
10,1,,sunny,lamp,Einband,male,breeding,3c,3e,Gelbbauch
10,1,,sunny,lamp,Einband,male,breeding,4b,2c,Gelbbauch
10,1,,sunny,lamp,Einband,male,breeding,5b,5b,Droopy
10,1,,sunny,lamp,Einband,male,breeding,5b,5b,Droopy
10,1,,sunny,lamp,Einband,male,breeding,5c,5b,Gelbbauch
10,2,28,sunny,lamp,Captain_Hook,male,breeding,1b,2b,Scruffy
10,2,28,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,1b,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,2b,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,4c,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,5e,NA,NA
10,2,28,sunny,lamp,Captain_Hook,male,breeding,5e,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,2a,2a,Droopy
10,2,28,sunny,lamp,Scruffy,female,breeding,2a,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,2a,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,3a,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,2b,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,3d,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,4d,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,4d,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,5d,NA,NA
10,2,28,sunny,lamp,Scruffy,female,breeding,5d,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,2a,2a,Scruffy
10,2,28,sunny,lamp,Droopy,female,breeding,2b,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,3b,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,5b,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,3c,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,3c,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,3c,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,3c,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,3c,NA,NA
10,2,28,sunny,lamp,Droopy,female,breeding,3c,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Gelbbauch,female,breeding,1d,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA
10,2,28,sunny,lamp,Einband,male,breeding,2a,NA,NA